longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,total_rooms_per_person,bedrooms_per_room,income_per_person,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,median_ces
-118.06,33.82,24,3983,675.0,1568,638,4.6458,2.5401785714285716,0.16947024855636456,0.002962882653061225,1,0,0,0,0,213400
-118.93,34.82,8,508,111.0,229,84,4.0332,2.2183406113537116,0.21850393700787402,0.017612227074235806,0,1,0,0,0,128300
-118.83,35.2,17,1959,484.0,1763,453,2.1357,1.111174134997164,0.2470648289943849,0.0012114010209869541,0,1,0,0,0,53500
-121.96,37.32,11,1711,493.0,1094,543,3.73,1.5639853747714807,0.288135593220339,0.003409506398537477,1,0,0,0,0,227700
-122.86,38.42,38,1166,223.0,584,225,3.6667,1.9965753424657535,0.19125214408233276,0.006278595890410959,1,0,0,0,0,244400
-121.95,37.36,25,3472,956.0,2267,944,2.7727,1.5315394794883106,0.27534562211981567,0.0012230701367445963,1,0,0,0,0,235600
-121.82,37.98,13,3995,605.0,1969,607,5.0164,2.0289487049263584,0.15143929912390489,0.0025476891823260537,0,1,0,0,0,165200
-121.31,38.66,26,1604,245.0,751,267,4.7381,2.1358189081225034,0.1527431421446384,0.0063090545938748336,0,1,0,0,0,140500
-122.12,37.68,45,2179,401.0,1159,399,3.4839,1.8800690250215704,0.18402937127122534,0.0030059534081104404,0,0,0,1,0,180600
-122.11,37.64,8,3592,849.0,1907,746,3.6708,1.8835867855270059,0.23635857461024498,0.0019249082328264288,0,0,0,1,0,197900
-122.17,37.74,47,463,134.0,327,137,2.15,1.415902140672783,0.2894168466522678,0.006574923547400612,0,0,0,1,0,97200
-118.5,34.05,39,1487,163.0,414,160,15.0,3.5917874396135265,0.10961667787491594,0.036231884057971016,1,0,0,0,0,500001
-122.42,37.66,36,725,121.0,335,140,4.125,2.1641791044776117,0.16689655172413792,0.012313432835820896,0,0,0,0,1,327600
-122.35,37.93,39,2002,416.0,1166,395,1.7257,1.7169811320754718,0.2077922077922078,0.001480017152658662,0,0,0,1,0,91500
-117.83,33.74,23,1818,522.0,958,485,2.6771,1.8977035490605427,0.2871287128712871,0.00279446764091858,1,0,0,0,0,131500
-117.84,33.79,34,2590,603.0,1658,608,2.378,1.5621230398069963,0.23281853281853282,0.001434258142340169,1,0,0,0,0,199600
-122.04,37.97,39,1323,245.0,705,261,3.1968,1.876595744680851,0.18518518518518517,0.004534468085106383,0,0,0,1,0,151000
-119.87,36.78,4,6102,1114.0,3406,1115,3.4213,1.7915443335290664,0.18256309406751883,0.0010044920728126835,0,1,0,0,0,84500
-121.3,38.7,18,7334,1332.0,3339,1271,3.235,2.1964660077867624,0.18161985274065995,0.0009688529499850254,0,1,0,0,0,124700
-119.66,34.44,26,2790,413.0,1014,397,6.5631,2.7514792899408285,0.14802867383512544,0.006472485207100592,1,0,0,0,0,500001
-121.0,39.09,7,439,84.0,246,80,3.0781,1.7845528455284554,0.19134396355353075,0.01251260162601626,0,1,0,0,0,162500
-122.38,40.2,16,2722,511.0,1366,495,2.8447,1.992679355783309,0.18772961058045554,0.0020825036603221085,0,1,0,0,0,87700
-118.07,34.16,39,1804,265.0,730,276,6.4761,2.4712328767123286,0.14689578713968957,0.008871369863013697,0,1,0,0,0,397500
-120.35,37.98,4,1658,301.0,676,278,3.5714,2.4526627218934913,0.18154402895054284,0.005283136094674556,0,1,0,0,0,149500
-118.25,34.05,52,2806,1944.0,2232,1605,0.6775,1.257168458781362,0.6928011404133999,0.0003035394265232975,1,0,0,0,0,350000
-119.32,36.2,25,1427,246.0,772,221,2.2262,1.8484455958549222,0.1723896285914506,0.002883678756476684,0,1,0,0,0,64500
-121.94,37.8,8,11336,1657.0,4089,1555,7.8287,2.7723159696747373,0.14617148906139732,0.0019145756908779655,1,0,0,0,0,369200
-118.42,34.02,21,3244,815.0,1423,781,3.6488,2.2796907940969784,0.25123304562268806,0.0025641602248770204,1,0,0,0,0,340800
-118.96,36.66,18,1302,424.0,320,133,3.1964,4.06875,0.32565284178187404,0.009988750000000001,0,1,0,0,0,80000
-122.2,37.82,37,1229,181.0,420,176,7.0175,2.926190476190476,0.14727420667209112,0.016708333333333332,0,0,0,1,0,366700
-116.86,32.8,19,1747,291.0,848,290,4.875,2.0601415094339623,0.16657126502575845,0.005748820754716981,1,0,0,0,0,187200
-122.21,37.77,52,745,153.0,473,149,2.6765,1.5750528541226216,0.20536912751677852,0.005658562367864693,0,0,0,1,0,88800
-118.2,33.77,42,517,233.0,995,212,2.225,0.5195979899497487,0.4506769825918762,0.002236180904522613,0,0,0,0,1,106300
-122.23,37.81,52,2315,292.0,861,258,8.8793,2.6887340301974447,0.126133909287257,0.010312775842044136,0,0,0,1,0,410300
-122.33,37.55,33,2199,312.0,827,319,6.1349,2.6590084643289,0.14188267394270124,0.00741825876662636,0,0,0,0,1,500001
-120.2,39.33,26,1988,379.0,905,321,3.7841,2.196685082872928,0.19064386317907445,0.004181325966850829,0,1,0,0,0,109500
-115.84,33.49,20,1660,379.0,637,250,2.0347,2.6059654631083204,0.2283132530120482,0.0031941915227629513,0,1,0,0,0,68900
-118.34,34.03,47,1927,561.0,1349,508,1.3444,1.4284655300222386,0.2911261027503892,0.000996590066716086,1,0,0,0,0,125000
-117.13,33.15,16,3907,671.0,1759,663,3.1776,2.221148379761228,0.17174302533913488,0.0018064809550881182,1,0,0,0,0,172600
-117.68,33.54,5,2840,403.0,1363,403,7.618,2.083639031548056,0.14190140845070423,0.00558914159941306,1,0,0,0,0,341400
-120.37,38.23,13,4401,829.0,924,383,2.6942,4.762987012987013,0.18836628039082026,0.0029158008658008655,0,1,0,0,0,123500
-118.21,33.81,45,1816,398.0,1524,388,3.8586,1.1916010498687664,0.21916299559471367,0.0025318897637795277,0,0,0,0,1,157900
-121.99,36.99,16,1592,369.0,1039,351,3.6364,1.532242540904716,0.23178391959798994,0.0034999037536092396,0,0,0,0,1,207000
-118.25,34.03,52,1274,418.0,1655,368,2.1905,0.7697885196374622,0.3281004709576138,0.0013235649546827796,1,0,0,0,0,124000
-117.13,32.75,24,1877,519.0,898,483,2.2264,2.0902004454342986,0.2765050612679808,0.0024792873051224943,0,0,0,0,1,112500
-118.35,34.0,28,3085,621.0,1162,558,3.25,2.6549053356282273,0.2012965964343598,0.0027969018932874354,1,0,0,0,0,301000
-122.42,37.8,50,2494,731.0,958,712,3.2356,2.603340292275574,0.29310344827586204,0.0033774530271398744,0,0,0,1,0,500001
-119.44,36.6,5,2353,608.0,2505,573,2.2863,0.9393213572854291,0.25839354016149596,0.0009126946107784431,0,1,0,0,0,69200
-122.18,39.7,23,1658,307.0,836,297,3.35,1.9832535885167464,0.18516284680337755,0.004007177033492823,0,1,0,0,0,85400
-122.73,38.42,26,1446,296.0,884,295,4.3523,1.6357466063348416,0.20470262793914246,0.004923416289592759,1,0,0,0,0,150000
-120.45,34.97,25,1920,380.0,1434,388,3.0368,1.3389121338912133,0.19791666666666666,0.002117712691771269,1,0,0,0,0,129300
-119.05,34.21,27,4357,926.0,2110,876,3.0119,2.0649289099526067,0.2125315584117512,0.0014274407582938388,1,0,0,0,0,218200
-122.43,37.79,52,3522,938.0,1319,887,4.3986,2.670204700530705,0.2663259511641113,0.0033347990902198635,0,0,0,1,0,500001
-118.08,33.94,21,3933,949.0,2219,820,2.4926,1.7724200090130688,0.24129163488431224,0.0011232987832356918,1,0,0,0,0,171400
-119.1,36.4,31,1533,361.0,1518,386,1.5608,1.0098814229249011,0.2354859752120026,0.0010281949934123848,0,1,0,0,0,51700
-118.28,34.12,50,2384,312.0,836,337,12.8763,2.851674641148325,0.13087248322147652,0.015402272727272728,1,0,0,0,0,500001
-121.5,38.58,20,4018,1220.0,1570,1122,2.5821,2.559235668789809,0.30363364858138375,0.0016446496815286625,0,1,0,0,0,125000
-121.47,38.51,52,20,4.0,74,9,3.625,0.2702702702702703,0.2,0.048986486486486486,0,1,0,0,0,80000
-121.87,37.22,26,1921,250.0,725,253,7.6933,2.649655172413793,0.1301405517959396,0.010611448275862068,1,0,0,0,0,405900
-119.78,36.31,14,1287,291.0,737,269,3.1667,1.7462686567164178,0.2261072261072261,0.004296743554952511,0,1,0,0,0,126400
-121.23,37.95,36,811,168.0,514,152,2.625,1.5778210116731517,0.20715166461159062,0.005107003891050584,0,1,0,0,0,89200
-118.54,34.37,27,2051,301.0,917,287,7.6059,2.236641221374046,0.14675767918088736,0.00829432933478735,1,0,0,0,0,323700
-121.03,40.35,52,5486,1044.0,1977,754,2.1833,2.7749114820435,0.19030258840685382,0.0011043500252908448,0,1,0,0,0,49500
-116.37,33.69,7,8806,1542.0,858,448,7.8005,10.263403263403264,0.17510788099023394,0.009091491841491842,0,1,0,0,0,318100
-119.38,36.55,31,2342,439.0,1411,465,3.017,1.6598157335223247,0.1874466268146883,0.0021381998582565556,0,1,0,0,0,72000
-122.01,37.36,25,2796,429.0,1267,426,6.6329,2.206787687450671,0.15343347639484978,0.005235122336227309,1,0,0,0,0,349000
-122.62,38.95,19,2230,538.0,832,359,1.6865,2.6802884615384617,0.24125560538116592,0.0020270432692307693,0,1,0,0,0,58800
-118.15,33.88,24,4232,1092.0,2688,1035,2.52,1.5744047619047619,0.2580340264650284,0.0009375,1,0,0,0,0,146000
-122.23,37.78,44,2340,825.0,2813,751,1.6009,0.8318521151795236,0.3525641025641026,0.000569107714184145,0,0,0,1,0,118100
-117.41,34.58,10,2964,668.0,1853,609,1.6047,1.5995682676740421,0.2253711201079622,0.000866001079330815,0,1,0,0,0,73400
-122.47,37.61,34,4551,837.0,2208,834,5.4364,2.061141304347826,0.18391562294001318,0.00246213768115942,0,0,0,0,1,279300
-115.56,32.8,25,1311,375.0,1193,351,2.1979,1.098910310142498,0.28604118993135014,0.00184233025984912,0,1,0,0,0,63900
-118.47,34.1,32,8041,1141.0,2768,1106,11.1978,2.904985549132948,0.14189777390871783,0.004045447976878613,1,0,0,0,0,500001
-121.74,38.15,22,1910,326.0,1001,345,4.8173,1.908091908091908,0.1706806282722513,0.004812487512487513,0,1,0,0,0,115800
-121.37,38.57,16,3895,896.0,1762,855,2.6635,2.2105561861521,0.2300385109114249,0.0015116345062429059,0,1,0,0,0,135800
-119.65,36.32,11,1294,314.0,713,290,1.5433,1.8148667601683028,0.2426584234930448,0.002164516129032258,0,1,0,0,0,50400
-117.83,34.1,18,11026,1978.0,5407,1923,4.075,2.039208433512114,0.17939415925993107,0.0007536526724616239,0,1,0,0,0,231100
-117.14,32.92,6,3069,750.0,1541,736,3.814,1.991563919532771,0.24437927663734116,0.002475016223231668,1,0,0,0,0,132500
-118.44,34.31,22,3182,822.0,2661,746,2.7472,1.1957910559939873,0.2583280955373979,0.0010323938369034198,1,0,0,0,0,160100
-122.43,37.78,29,1310,364.0,1009,379,1.3844,1.2983151635282457,0.2778625954198473,0.0013720515361744302,0,0,0,1,0,177500
-121.3,38.6,32,9534,1819.0,4951,1710,3.3926,1.9256715814986871,0.1907908537864485,0.0006852353059987881,0,1,0,0,0,103400
-117.2,32.78,38,2662,498.0,1132,496,4.0057,2.351590106007067,0.18707738542449287,0.0035386042402826856,0,0,0,0,1,241600
-117.82,33.82,22,3173,372.0,1181,355,8.3637,2.686706181202371,0.11723920579892846,0.007081879762912785,1,0,0,0,0,500001
-117.12,32.76,23,2681,717.0,1279,648,2.1597,2.0961688819390147,0.26743752331219695,0.0016885848318999217,0,0,0,0,1,116100
-117.14,32.79,31,984,161.0,422,158,5.282,2.3317535545023698,0.16361788617886178,0.012516587677725118,0,0,0,0,1,183000
-118.02,33.91,35,2182,390.0,1248,399,5.4236,1.748397435897436,0.17873510540788268,0.0043458333333333335,1,0,0,0,0,216700
-118.95,35.32,29,3480,608.0,2007,541,3.2738,1.733931240657698,0.17471264367816092,0.001631190832087693,0,1,0,0,0,78700
-120.98,37.68,18,4197,1006.0,2203,874,2.166,1.905129369042215,0.23969502025256134,0.0009832047208352247,0,1,0,0,0,118600
-119.05,35.3,9,10822,1994.0,6241,1906,4.0631,1.734016984457619,0.18425429680280908,0.0006510334882230413,0,1,0,0,0,88200
-119.29,36.33,19,792,232.0,641,222,0.7445,1.2355694227769112,0.29292929292929293,0.0011614664586583464,0,1,0,0,0,112500
-118.24,33.96,30,859,221.0,912,191,1.9041,0.9418859649122807,0.2572759022118743,0.002087828947368421,1,0,0,0,0,105100
-117.6,33.91,15,1864,271.0,1006,288,7.2379,1.8528827037773359,0.1453862660944206,0.007194731610337972,0,1,0,0,0,251000
-118.47,34.0,37,2586,765.0,1801,737,2.6042,1.4358689616879512,0.29582366589327147,0.0014459744586340921,1,0,0,0,0,305800
-122.16,37.69,36,1118,219.0,625,228,3.7813,1.7888,0.19588550983899822,0.00605008,0,0,0,1,0,192200
-118.11,33.83,36,1726,287.0,820,288,5.5767,2.104878048780488,0.16628041714947855,0.0068008536585365854,1,0,0,0,0,218100
-118.19,34.12,46,3387,820.0,2833,813,2.987,1.1955524179315213,0.24210215529967524,0.0010543593363925169,1,0,0,0,0,176900
-119.04,35.41,25,1577,310.0,844,309,3.0625,1.8684834123222749,0.19657577679137603,0.0036285545023696684,0,1,0,0,0,69400
-117.97,33.84,18,1063,209.0,462,223,2.8348,2.3008658008658007,0.19661335841956726,0.006135930735930736,1,0,0,0,0,219000
-117.87,33.84,16,1545,354.0,730,350,4.5112,2.1164383561643834,0.229126213592233,0.00617972602739726,1,0,0,0,0,139000
-121.81,38.01,52,1124,245.0,528,226,2.2639,2.128787878787879,0.2179715302491103,0.004287689393939394,0,1,0,0,0,128500
-115.57,32.8,33,1192,213.0,1066,211,4.5714,1.1181988742964353,0.17869127516778524,0.004288367729831144,0,1,0,0,0,68600
-122.25,37.85,52,919,213.0,413,193,4.0368,2.225181598062954,0.23177366702937977,0.009774334140435836,0,0,0,1,0,269700
-117.38,34.06,17,3139,569.0,1612,516,3.3571,1.9472704714640199,0.18126791971965595,0.0020825682382133994,0,1,0,0,0,112300
-119.67,34.42,37,1673,444.0,1477,446,2.0643,1.132701421800948,0.26539151225343693,0.0013976303317535543,1,0,0,0,0,246700
-122.4,38.34,33,1408,273.0,520,212,3.5781,2.707692307692308,0.19389204545454544,0.006880961538461539,1,0,0,0,0,242500
-118.32,34.19,37,589,119.0,375,122,3.3897,1.5706666666666667,0.20203735144312393,0.009039199999999999,1,0,0,0,0,222700
-118.44,34.28,32,527,146.0,582,143,1.7708,0.9054982817869416,0.27703984819734345,0.0030426116838487972,1,0,0,0,0,138800
-118.4,34.06,52,1871,326.0,646,284,8.2961,2.8962848297213624,0.1742383752004276,0.012842260061919504,1,0,0,0,0,500001
-118.31,34.26,37,1444,246.0,624,239,5.76,2.3141025641025643,0.1703601108033241,0.00923076923076923,1,0,0,0,0,239400
-118.41,34.17,35,2027,428.0,879,402,4.692,2.306029579067122,0.21114948199309325,0.005337883959044369,1,0,0,0,0,330900
-118.26,33.95,44,1481,329.0,999,315,1.5147,1.4824824824824825,0.22214719783929776,0.001516216216216216,1,0,0,0,0,94600
-119.31,36.06,20,2236,434.0,1405,412,1.8827,1.5914590747330961,0.19409660107334525,0.00134,0,1,0,0,0,48700
-118.14,33.95,36,1942,355.0,891,348,3.6635,2.1795735129068463,0.18280123583934088,0.004111672278338945,1,0,0,0,0,282100
-119.24,35.77,28,1737,521.0,1764,514,1.7813,0.9846938775510204,0.2999424294761082,0.0010098072562358276,0,1,0,0,0,67800
-117.94,33.64,24,1097,307.0,470,333,1.6389,2.3340425531914892,0.27985414767547856,0.003487021276595745,1,0,0,0,0,225000
-118.14,34.69,35,2118,374.0,1108,360,3.4327,1.9115523465703972,0.17658168083097261,0.0030981046931407943,0,1,0,0,0,100300
-117.94,33.77,32,714,142.0,654,154,4.5052,1.091743119266055,0.19887955182072828,0.00688868501529052,1,0,0,0,0,170800
-118.43,34.17,34,2180,424.0,906,429,4.4464,2.4061810154525385,0.1944954128440367,0.004907726269315673,1,0,0,0,0,353100
-118.11,34.1,49,2812,478.0,1329,490,5.2503,2.1158765989465764,0.16998577524893316,0.003950564334085779,1,0,0,0,0,292900
-122.51,37.53,17,1574,262.0,672,241,7.2929,2.3422619047619047,0.16645489199491742,0.010852529761904763,0,0,0,0,1,355800
-122.37,37.6,26,15,3.0,11,3,5.048,1.3636363636363635,0.2,0.45890909090909093,0,0,0,0,1,350000
-122.18,39.55,28,1471,259.0,673,246,3.25,2.1857355126300146,0.1760707002039429,0.0048291233283803865,0,1,0,0,0,81600
-117.69,33.66,11,2630,327.0,1256,352,8.2953,2.093949044585987,0.12433460076045627,0.006604538216560509,1,0,0,0,0,350500
-117.13,33.14,5,2618,539.0,1320,512,4.1053,1.9833333333333334,0.20588235294117646,0.0031100757575757572,1,0,0,0,0,171400
-120.32,37.29,38,576,,478,112,2.3382,1.205020920502092,,0.00489163179916318,0,1,0,0,0,59600
-122.26,37.9,37,2220,335.0,903,362,7.8336,2.4584717607973423,0.15090090090090091,0.008675083056478405,0,0,0,1,0,371300
-118.29,33.84,11,2274,617.0,1897,622,3.5094,1.198734844491302,0.27132805628847845,0.0018499736425935686,1,0,0,0,0,162900
-122.71,38.43,38,1689,526.0,1071,529,1.5026,1.57703081232493,0.3114268798105388,0.0014029878618113912,1,0,0,0,0,124000
-117.32,33.15,15,13245,2212.0,5495,2060,5.4904,2.4103730664240217,0.16700641751604378,0.0009991628753412193,0,0,0,0,1,262100
-122.17,37.72,43,3783,814.0,2139,789,4.0202,1.7685834502103788,0.21517314300819457,0.0018794763908368396,0,0,0,1,0,166300
-122.7,38.34,19,2987,676.0,1782,688,2.8261,1.6762065095398428,0.22631402745229326,0.001585914702581369,1,0,0,0,0,154500
-119.94,38.96,20,1451,386.0,467,255,1.5536,3.107066381156317,0.2660234321157822,0.0033267665952890794,0,1,0,0,0,212500
-119.82,36.64,30,1694,312.0,1008,321,2.2466,1.6805555555555556,0.18417945690672963,0.0022287698412698414,0,1,0,0,0,96000
-118.08,33.72,14,2021,396.0,696,367,7.1673,2.903735632183908,0.19594260267194458,0.010297844827586207,0,0,0,0,1,340700
-117.75,34.07,52,2550,586.0,1246,576,1.6006,2.0465489566613164,0.22980392156862745,0.0012845906902086677,0,1,0,0,0,146200
-121.68,39.82,15,3996,748.0,1786,728,3.5189,2.2374020156774916,0.1871871871871872,0.00197026875699888,0,1,0,0,0,141300
-118.13,34.19,48,2539,425.0,930,364,4.7269,2.7301075268817203,0.16738873572272547,0.00508268817204301,0,1,0,0,0,303900
-122.3,37.55,35,3675,735.0,1930,715,3.9833,1.9041450777202074,0.2,0.0020638860103626942,0,0,0,0,1,342800
-121.65,39.16,16,5022,1103.0,2087,956,2.3963,2.406324868231912,0.21963361210673038,0.001148203162434116,0,1,0,0,0,114800
-117.43,33.93,15,4836,1368.0,3012,1240,2.1865,1.6055776892430278,0.28287841191067,0.000725929614873838,0,1,0,0,0,129300
-124.18,40.78,33,1076,222.0,656,236,2.5096,1.6402439024390243,0.20631970260223048,0.0038256097560975606,0,0,0,0,1,72200
-122.23,37.48,38,1578,399.0,879,388,2.7969,1.795221843003413,0.25285171102661597,0.003181911262798635,0,0,0,0,1,298400
-118.3,34.1,38,2067,914.0,2717,853,1.7641,0.7607655502392344,0.44218674407353653,0.0006492822966507177,1,0,0,0,0,250000
-117.68,33.63,16,5218,1187.0,2701,1125,3.929,1.931877082562014,0.22748179379072442,0.001454646427249167,1,0,0,0,0,143100
-116.95,33.78,24,3409,804.0,1939,739,1.7303,1.7581227436823104,0.23584628923437959,0.0008923671995874162,0,1,0,0,0,74000
-119.44,36.59,28,1343,330.0,1331,305,1.516,1.0090157776108188,0.2457185405807893,0.0011389932381667919,0,1,0,0,0,56700
-118.19,34.06,32,555,159.0,748,163,1.9762,0.7419786096256684,0.2864864864864865,0.002641978609625668,1,0,0,0,0,137500
-122.45,37.79,46,2009,464.0,761,453,3.7188,2.6399474375821286,0.2309606769537083,0.004886727989487517,0,0,0,1,0,500001
-116.76,33.46,6,1251,268.0,544,216,3.0694,2.2996323529411766,0.21422861710631494,0.005642279411764706,0,1,0,0,0,173400
-118.16,34.18,44,1870,389.0,1345,391,1.8932,1.3903345724907064,0.20802139037433154,0.0014075836431226767,1,0,0,0,0,136100
-117.57,33.93,3,1240,151.0,519,146,7.5408,2.3892100192678227,0.1217741935483871,0.014529479768786126,0,1,0,0,0,271900
-121.32,37.96,5,123,21.0,50,20,2.7656,2.46,0.17073170731707318,0.055312,0,1,0,0,0,50000
-121.19,40.23,10,1572,232.0,247,104,5.8453,6.364372469635628,0.1475826972010178,0.02366518218623482,0,1,0,0,0,193800
-121.24,37.82,9,6169,959.0,3378,945,5.1047,1.8262285375962108,0.15545469281893337,0.0015111604499703968,0,1,0,0,0,157900
-122.08,37.65,35,1813,393.0,1093,374,3.6818,1.6587374199451053,0.2167677881963596,0.003368526989935956,0,0,0,1,0,165400
-118.45,34.01,37,1328,250.0,626,228,5.8666,2.121405750798722,0.18825301204819278,0.009371565495207668,1,0,0,0,0,440100
-118.45,33.99,33,3125,785.0,1720,713,2.9722,1.816860465116279,0.2512,0.0017280232558139535,1,0,0,0,0,325000
-122.05,37.33,17,3674,824.0,1364,694,6.3131,2.693548387096774,0.22427871529667937,0.004628372434017596,1,0,0,0,0,436400
-119.29,34.26,32,3295,764.0,1344,600,3.6007,2.4516369047619047,0.23186646433990896,0.002679092261904762,0,0,0,0,1,395500
-117.1,33.12,12,961,342.0,315,201,0.813,3.0507936507936506,0.3558792924037461,0.002580952380952381,1,0,0,0,0,275000
-121.91,37.69,18,2876,423.0,1395,427,6.3132,2.0616487455197134,0.14707927677329624,0.004525591397849462,1,0,0,0,0,259200
-117.97,33.94,36,1870,338.0,947,324,4.1205,1.9746568109820486,0.18074866310160428,0.004351108764519536,1,0,0,0,0,217000
-119.29,36.52,39,858,228.0,1222,224,1.5714,0.7021276595744681,0.26573426573426573,0.001285924713584288,0,1,0,0,0,43000
-122.5,37.97,25,6526,1902.0,5917,1812,2.7273,1.1029237789420314,0.29144958627030343,0.00046092614500591516,0,0,0,1,0,187500
-117.21,32.75,27,2072,534.0,1118,510,2.8043,1.8533094812164579,0.2577220077220077,0.0025083184257602862,0,0,0,0,1,262100
-117.09,32.99,18,3215,588.0,1618,509,4.6028,1.9870210135970334,0.1828926905132193,0.0028447466007416565,1,0,0,0,0,216800
-118.08,34.09,34,1823,457.0,1485,401,3.7222,1.2276094276094276,0.25068568294020843,0.0025065319865319865,1,0,0,0,0,207200
-118.21,33.81,40,1815,428.0,1807,413,3.0882,1.0044272274488102,0.23581267217630855,0.0017090204759269507,0,0,0,0,1,160700
-117.22,33.36,16,3165,482.0,1351,452,4.605,2.3427091043671355,0.15229067930489731,0.0034085862324204296,1,0,0,0,0,263300
-122.41,37.61,46,2975,643.0,1479,577,3.8214,2.0114942528735633,0.2161344537815126,0.0025837728194726167,0,0,0,0,1,273600
-117.75,33.83,14,2452,296.0,954,275,8.2375,2.570230607966457,0.12071778140293637,0.00863469601677149,1,0,0,0,0,388300
-119.84,36.85,8,3791,487.0,1424,475,10.5144,2.6622191011235956,0.12846214719071486,0.00738370786516854,0,1,0,0,0,345900
-118.24,34.14,27,2909,1021.0,2614,935,2.1444,1.1128538638102525,0.3509797181161911,0.0008203519510328998,1,0,0,0,0,229000
-118.83,35.27,33,1190,217.0,717,196,2.6302,1.6596931659693166,0.18235294117647058,0.0036683403068340304,0,1,0,0,0,81300
-122.17,37.78,42,1524,260.0,651,267,3.6875,2.3410138248847927,0.17060367454068243,0.005664362519201229,0,0,0,1,0,157300
-117.97,33.68,26,3653,568.0,1930,585,5.7301,1.8927461139896373,0.1554886394744046,0.002968963730569948,1,0,0,0,0,260900
-117.35,33.21,24,1586,262.0,912,298,4.25,1.7390350877192982,0.16519546027742749,0.004660087719298245,0,0,0,0,1,150300
-118.22,33.9,40,1802,496.0,2096,468,2.3542,0.8597328244274809,0.27524972253052166,0.0011231870229007634,1,0,0,0,0,97900
-119.09,36.21,38,1901,453.0,1613,400,1.8828,1.1785492870427774,0.2382956338769069,0.0011672659640421575,0,1,0,0,0,44600
-119.81,34.47,26,4382,618.0,1728,587,7.4734,2.5358796296296298,0.14103149246919214,0.004324884259259259,0,0,0,0,1,432200
-117.08,32.68,26,3071,615.0,2156,568,2.9318,1.4243970315398886,0.20026050146532073,0.0013598330241187384,0,0,0,0,1,112400
-117.79,33.77,23,3596,451.0,1292,458,8.5403,2.78328173374613,0.12541713014460512,0.006610139318885449,1,0,0,0,0,451300
-117.08,32.76,27,1221,254.0,606,259,3.0833,2.014851485148515,0.20802620802620803,0.0050879537953795375,0,0,0,0,1,155400
-118.3,33.8,27,2790,513.0,1498,519,5.3106,1.8624833110814418,0.18387096774193548,0.003545126835781041,1,0,0,0,0,268300
-117.37,34.1,44,2087,447.0,1270,423,2.3889,1.6433070866141732,0.21418303785337806,0.0018810236220472441,0,1,0,0,0,86100
-117.12,32.75,37,2344,546.0,1134,513,2.4394,2.067019400352734,0.23293515358361774,0.0021511463844797176,0,0,0,0,1,118300
-119.31,36.62,25,831,230.0,947,244,1.4481,0.877507919746568,0.2767749699157641,0.001529144667370644,0,1,0,0,0,51700
-118.06,34.09,36,1239,238.0,717,237,3.244,1.7280334728033473,0.192090395480226,0.004524407252440726,1,0,0,0,0,258100
-118.2,34.05,40,1146,323.0,1354,321,1.9205,0.8463810930576071,0.28184991273996507,0.0014183899556868538,1,0,0,0,0,121900
-120.26,37.99,12,2726,517.0,1351,474,3.5,2.0177646188008884,0.1896551724137931,0.0025906735751295338,0,1,0,0,0,107100
-121.24,37.94,5,2232,488.0,1857,435,2.8705,1.2019386106623586,0.21863799283154123,0.0015457727517501345,0,1,0,0,0,113600
-122.07,37.7,39,1420,272.0,645,277,4.125,2.201550387596899,0.19154929577464788,0.006395348837209302,0,0,0,1,0,232500
-122.16,37.7,36,1097,208.0,568,225,2.9917,1.931338028169014,0.18960802187784867,0.005267077464788732,0,0,0,1,0,194600
-121.84,36.52,18,3165,533.0,1312,434,6.5234,2.4123475609756095,0.1684044233807267,0.004972103658536585,0,0,0,0,1,357400
-122.5,37.75,46,2298,457.0,1429,477,4.0217,1.6081175647305808,0.1988685813751088,0.0028143456962911127,0,0,0,0,1,272400
-118.37,34.11,42,5518,979.0,1863,957,8.5842,2.9618894256575414,0.1774193548387097,0.004607729468599033,1,0,0,0,0,500001
-121.83,37.99,16,2919,462.0,1456,453,5.6779,2.0048076923076925,0.15827338129496402,0.0038996565934065934,0,1,0,0,0,164700
-121.54,40.06,17,858,262.0,47,27,2.4028,18.25531914893617,0.30536130536130535,0.05112340425531915,0,1,0,0,0,67500
-122.44,37.78,44,1545,334.0,561,326,3.875,2.7540106951871657,0.2161812297734628,0.006907308377896613,0,0,0,1,0,412500
-118.18,33.88,42,2326,503.0,1832,501,3.1713,1.269650655021834,0.21625107480653483,0.0017310589519650655,1,0,0,0,0,161000
-123.5,39.67,22,2124,450.0,1122,446,2.1793,1.893048128342246,0.211864406779661,0.0019423351158645277,0,1,0,0,0,71500
-121.4,38.59,18,2614,624.0,1181,616,2.0432,2.2133784928027094,0.23871461361897475,0.0017300592718035564,0,1,0,0,0,156800
-122.64,38.48,19,3244,449.0,1174,454,5.8369,2.7632027257240206,0.13840937114673244,0.004971805792163543,1,0,0,0,0,255700
-117.41,33.94,29,3181,714.0,1603,706,3.25,1.9844042420461634,0.22445771769883685,0.002027448533998752,0,1,0,0,0,112500
-119.66,37.39,10,2106,410.0,1003,397,2.7813,2.0997008973080757,0.19468186134852802,0.0027729810568295115,0,1,0,0,0,124100
